32	3
33	4
34	5
35	6
36	7
37	8
38	9
39	10
40	11
41	12
42	13
43	14
44	15
45	16
46	17
47	18
48	19
49	20
50	21
51	22
52	23
53	24
54	25
55	26
56	27
57	28
58	29
59	30
60	31
61	32
62	33
63	34
64	35
65	36
66	37
67	38
68	39
69	40
70	41
71	42
72	43
73	44
74	45
75	46
76	47
77	48
78	49
79	50
80	51
81	52
82	53
83	54
84	55
85	56
86	57
87	58
88	59
89	60
90	61
91	62
92	63
93	64
94	65
95	66
96	67
97	68
98	69
99	70
100	71
101	72
102	73
103	74
104	75
105	76
106	77
107	78
108	79
109	80
110	81
111	82
112	83
113	84
114	85
115	86
116	87
117	88
118	89
119	90
120	91
121	92
122	93
123	94
124	95
125	96
126	97
160	98
161	99
162	100
163	101
164	102
165	103
166	104
167	105
168	106
169	107
170	108
171	109
172	110
173	111
174	112
175	113
176	114
177	115
178	116
179	117
180	118
181	119
182	120
183	121
184	122
185	123
186	124
187	125
188	126
189	127
190	128
191	129
192	130
193	131
194	132
195	133
196	134
197	135
198	136
199	137
200	138
201	139
202	140
203	141
204	142
205	143
206	144
207	145
208	146
209	147
210	148
211	149
212	150
213	151
214	152
215	153
216	154
217	155
218	156
219	157
220	158
221	159
222	160
223	161
224	162
225	163
226	164
227	165
228	166
229	167
230	168
231	169
232	170
233	171
234	172
235	173
236	174
237	175
238	176
239	177
240	178
241	179
242	180
243	181
244	182
245	183
246	184
247	185
248	186
249	187
250	188
251	189
252	190
253	191
254	192
255	193
256	194
257	195
258	196
259	197
260	198
261	199
262	200
263	201
264	202
265	203
266	204
267	205
268	206
269	207
270	208
271	209
272	210
273	211
274	212
275	213
276	214
277	215
278	216
279	217
280	218
281	219
282	220
283	221
284	222
285	223
286	224
287	225
288	226
289	227
290	228
291	229
292	230
293	231
294	232
295	233
296	234
297	235
298	236
299	237
300	238
301	239
302	240
303	241
304	242
305	243
306	244
307	245
308	246
309	247
310	248
311	249
312	250
313	251
314	252
315	253
316	254
317	255
318	256
319	257
320	258
321	259
322	260
323	261
324	262
325	263
326	264
327	265
328	266
329	267
330	268
331	269
332	270
333	271
334	272
335	273
336	274
337	275
338	276
339	277
340	278
341	279
342	280
343	281
344	282
345	283
346	284
347	285
348	286
349	287
350	288
351	289
352	290
353	291
354	292
355	293
356	294
357	295
358	296
359	297
360	298
361	299
362	300
363	301
364	302
365	303
366	304
367	305
368	306
369	307
370	308
371	309
372	310
373	311
374	312
375	313
376	314
377	315
378	316
379	317
380	318
381	319
382	320
383	321
384	322
385	323
386	324
387	325
388	326
389	327
390	328
391	329
392	330
393	331
394	332
395	333
396	334
397	335
398	336
399	337
400	338
401	339
402	340
403	341
404	342
405	343
406	344
407	345
408	346
409	347
410	348
411	349
412	350
413	351
414	352
415	353
416	354
417	355
418	356
419	357
420	358
421	359
422	360
423	361
424	362
425	363
426	364
427	365
428	366
429	367
430	368
431	369
432	370
433	371
434	372
435	373
436	374
437	375
438	376
439	377
440	378
441	379
442	380
443	381
444	382
445	383
446	384
447	385
448	386
449	387
450	388
451	389
461	390
462	391
463	392
464	393
465	394
466	395
467	396
468	397
469	398
470	399
471	400
472	401
473	402
474	403
475	404
476	405
477	406
478	407
479	408
480	409
481	410
482	411
483	412
486	413
487	414
488	415
489	416
490	417
491	418
492	419
493	420
494	421
495	422
496	423
500	424
501	425
502	426
504	427
505	428
508	429
509	430
510	431
511	432
512	433
513	434
514	435
515	436
516	437
517	438
518	439
519	440
520	441
521	442
522	443
523	444
524	445
525	446
526	447
527	448
528	449
529	450
530	451
531	452
532	453
533	454
534	455
535	456
536	457
537	458
538	459
539	460
540	461
541	462
542	463
543	464
544	465
545	466
548	467
549	468
550	469
551	470
552	471
553	472
554	473
555	474
556	475
557	476
558	477
559	478
560	479
561	480
562	481
563	482
564	483
565	484
566	485
567	486
568	487
569	488
570	489
571	490
572	491
573	492
574	493
575	494
576	495
577	496
579	497
580	498
581	499
588	500
589	501
592	502
593	503
594	504
595	505
596	506
597	507
598	508
599	509
600	510
601	511
602	512
603	513
604	514
605	515
606	516
607	517
608	518
609	519
610	520
611	521
612	522
613	523
614	524
615	525
616	526
617	527
618	528
619	529
620	530
621	531
622	532
623	533
624	534
625	535
626	536
627	537
628	538
629	539
630	540
631	541
632	542
633	543
634	544
635	545
636	546
637	547
638	548
639	549
640	550
641	551
642	552
643	553
644	554
645	555
646	556
647	557
648	558
649	559
650	560
651	561
652	562
653	563
654	564
655	565
656	566
657	567
658	568
659	569
660	570
661	571
662	572
663	573
664	574
665	575
666	576
667	577
668	578
669	579
670	580
671	581
672	582
673	583
674	584
675	585
676	586
677	587
678	588
679	589
680	590
681	591
682	592
683	593
684	594
685	595
686	596
687	597
688	598
689	599
690	600
691	601
692	602
693	603
694	604
695	605
696	606
697	607
699	608
700	609
701	610
702	611
703	612
704	613
705	614
710	615
711	616
712	617
713	618
716	619
717	620
718	621
719	622
720	623
721	624
722	625
723	626
726	627
727	628
728	629
729	630
730	631
731	632
732	633
733	634
734	635
736	636
737	637
738	638
739	639
740	640
741	641
742	642
743	643
744	644
745	645
750	646
755	647
768	648
769	649
770	650
771	651
772	652
773	653
774	654
775	655
776	656
777	657
778	658
779	659
780	660
781	661
782	662
783	663
784	664
785	665
786	666
787	667
788	668
789	669
790	670
791	671
792	672
793	673
794	674
795	675
796	676
797	677
798	678
799	679
800	680
801	681
802	682
803	683
804	684
805	685
806	686
807	687
808	688
809	689
810	690
811	691
812	692
813	693
814	694
815	695
816	696
817	697
818	698
819	699
820	700
821	701
822	702
823	703
